"Macrosettore","Provincia","Comune","Inquinante","Valore"
"Agricoltura","CAGLIARI","VILLANOVA TULO","C6H6 ( kg ) ","0"
"Agricoltura","CAGLIARI","VILLAPUTZU","C6H6 ( kg ) ","0.2063"
"Agricoltura","CAGLIARI","VILLASALTO","C6H6 ( kg ) ","0.0002"
"Agricoltura","CAGLIARI","VILLASIMIUS","C6H6 ( kg ) ","0.0261"
"Agricoltura","CAGLIARI","VILLASOR","C6H6 ( kg ) ","0.4867"
"Agricoltura","CAGLIARI","VILLASPECIOSA","C6H6 ( kg ) ","0.0395"
"Agricoltura","CAGLIARI","ARMUNGIA","CH4 ( Mg ) ","110.9752"
"Agricoltura","CAGLIARI","ASSEMINI","CH4 ( Mg ) ","110.5104"
"Agricoltura","CAGLIARI","BALLAO","CH4 ( Mg ) ","75.4115"
"Agricoltura","CAGLIARI","BARRALI","CH4 ( Mg ) ","11.1614"
"Agricoltura","CAGLIARI","BURCEI","CH4 ( Mg ) ","113.4628"
"Agricoltura","CAGLIARI","CAGLIARI","CH4 ( Mg ) ","15.2699"
"Agricoltura","CAGLIARI","CAPOTERRA","CH4 ( Mg ) ","59.8678"
"Agricoltura","CAGLIARI","CASTIADAS","CH4 ( Mg ) ","107.3236"
"Agricoltura","CAGLIARI","DECIMOMANNU","CH4 ( Mg ) ","47.5064"
"Agricoltura","CAGLIARI","DECIMOPUTZU","CH4 ( Mg ) ","185.3295"
"Agricoltura","CAGLIARI","DOLIANOVA","CH4 ( Mg ) ","244.994"
"Agricoltura","CAGLIARI","DOMUS DE MARIA","CH4 ( Mg ) ","91.2106"
"Agricoltura","CAGLIARI","DONORI","CH4 ( Mg ) ","41.9442"
"Agricoltura","CAGLIARI","ELMAS","CH4 ( Mg ) ","8.8397"
"Agricoltura","CAGLIARI","ESCALAPLANO","CH4 ( Mg ) ","159.9453"
"Agricoltura","CAGLIARI","ESCOLCA","CH4 ( Mg ) ","18.1596"
"Agricoltura","CAGLIARI","ESTERZILI","CH4 ( Mg ) ","178.5541"
"Agricoltura","CAGLIARI","GERGEI","CH4 ( Mg ) ","78.5022"
"Agricoltura","CAGLIARI","GESICO","CH4 ( Mg ) ","65.7484"
"Agricoltura","CAGLIARI","GONI","CH4 ( Mg ) ","40.2493"
"Agricoltura","CAGLIARI","GUAMAGGIORE","CH4 ( Mg ) ","17.9277"
"Agricoltura","CAGLIARI","GUASILA","CH4 ( Mg ) ","65.0602"
"Agricoltura","CAGLIARI","ISILI","CH4 ( Mg ) ","395.836"
"Agricoltura","CAGLIARI","MANDAS","CH4 ( Mg ) ","84.39"
"Agricoltura","CAGLIARI","MARACALAGONIS","CH4 ( Mg ) ","60.2278"
"Agricoltura","CAGLIARI","MONASTIR","CH4 ( Mg ) ","33.1544"
"Agricoltura","CAGLIARI","MONSERRATO","CH4 ( Mg ) ","7.0368"
"Agricoltura","CAGLIARI","MURAVERA","CH4 ( Mg ) ","70.899"
"Agricoltura","CAGLIARI","NURAGUS","CH4 ( Mg ) ","69.2106"
"Agricoltura","CAGLIARI","NURALLAO","CH4 ( Mg ) ","73.0877"
"Agricoltura","CAGLIARI","NURAMINIS","CH4 ( Mg ) ","43.4582"
"Agricoltura","CAGLIARI","NURRI","CH4 ( Mg ) ","290.0137"
"Agricoltura","CAGLIARI","ORROLI","CH4 ( Mg ) ","200.8857"
"Agricoltura","CAGLIARI","ORTACESUS","CH4 ( Mg ) ","116.4109"
"Agricoltura","CAGLIARI","PIMENTEL","CH4 ( Mg ) ","26.1951"
"Agricoltura","CAGLIARI","PULA","CH4 ( Mg ) ","39.8736"
"Agricoltura","CAGLIARI","QUARTU SANT'ELENA","CH4 ( Mg ) ","61.6684"
"Agricoltura","CAGLIARI","QUARTUCCIU","CH4 ( Mg ) ","18.4461"
"Agricoltura","CAGLIARI","SADALI","CH4 ( Mg ) ","30.6971"
"Agricoltura","CAGLIARI","SAMATZAI","CH4 ( Mg ) ","29.2752"
"Agricoltura","CAGLIARI","SAN BASILIO","CH4 ( Mg ) ","145.5259"
"Agricoltura","CAGLIARI","SAN NICOLO' GERREI","CH4 ( Mg ) ","240.5511"
"Agricoltura","CAGLIARI","SAN SPERATE","CH4 ( Mg ) ","35.8353"
"Agricoltura","CAGLIARI","SAN VITO","CH4 ( Mg ) ","210.1284"
"Agricoltura","CAGLIARI","SANT'ANDREA FRIUS","CH4 ( Mg ) ","66.8367"
"Agricoltura","CAGLIARI","SARROCH","CH4 ( Mg ) ","46.9922"
"Agricoltura","CAGLIARI","SELARGIUS","CH4 ( Mg ) ","37.2884"
"Agricoltura","CAGLIARI","SELEGAS","CH4 ( Mg ) ","39.1506"
"Agricoltura","CAGLIARI","SENORBI'","CH4 ( Mg ) ","59.828"
"Agricoltura","CAGLIARI","SERDIANA","CH4 ( Mg ) ","81.9059"
"Agricoltura","CAGLIARI","SERRI","CH4 ( Mg ) ","54.4559"
"Agricoltura","CAGLIARI","SESTU","CH4 ( Mg ) ","45.788"
"Agricoltura","CAGLIARI","SETTIMO SAN PIETRO","CH4 ( Mg ) ","12.2036"
"Agricoltura","CAGLIARI","SEULO","CH4 ( Mg ) ","112.5506"
"Agricoltura","CAGLIARI","SILIQUA","CH4 ( Mg ) ","610.3913"
"Agricoltura","CAGLIARI","SILIUS","CH4 ( Mg ) ","117.0035"
"Agricoltura","CAGLIARI","SINNAI","CH4 ( Mg ) ","225.2203"
"Agricoltura","CAGLIARI","SIURGUS DONIGALA","CH4 ( Mg ) ","313.2466"
"Agricoltura","CAGLIARI","SOLEMINIS","CH4 ( Mg ) ","29.037"
"Agricoltura","CAGLIARI","SUELLI","CH4 ( Mg ) ","33.7929"
"Agricoltura","CAGLIARI","TEULADA","CH4 ( Mg ) ","289.0265"
"Agricoltura","CAGLIARI","USSANA","CH4 ( Mg ) ","41.2731"
"Agricoltura","CAGLIARI","UTA","CH4 ( Mg ) ","264.1466"
"Agricoltura","CAGLIARI","VALLERMOSA","CH4 ( Mg ) ","149.271"
"Agricoltura","CAGLIARI","VILLA SAN PIETRO","CH4 ( Mg ) ","28.1671"
"Agricoltura","CAGLIARI","VILLANOVA TULO","CH4 ( Mg ) ","63.1767"
"Agricoltura","CAGLIARI","VILLAPUTZU","CH4 ( Mg ) ","129.438"
"Agricoltura","CAGLIARI","VILLASALTO","CH4 ( Mg ) ","299.6931"
"Agricoltura","CAGLIARI","VILLASIMIUS","CH4 ( Mg ) ","45.6745"
"Agricoltura","CAGLIARI","VILLASOR","CH4 ( Mg ) ","136.2792"
"Agricoltura","CAGLIARI","VILLASPECIOSA","CH4 ( Mg ) ","48.6521"
"Agricoltura","CAGLIARI","ARMUNGIA","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","ASSEMINI","CO ( Mg ) ","0.0096"
"Agricoltura","CAGLIARI","BALLAO","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","BARRALI","CO ( Mg ) ","0.0017"
"Agricoltura","CAGLIARI","BURCEI","CO ( Mg ) ","0.0001"
"Agricoltura","CAGLIARI","CAGLIARI","CO ( Mg ) ","0.0026"
"Agricoltura","CAGLIARI","CAPOTERRA","CO ( Mg ) ","0.0139"
"Agricoltura","CAGLIARI","CASTIADAS","CO ( Mg ) ","0.0042"
"Agricoltura","CAGLIARI","DECIMOMANNU","CO ( Mg ) ","0.009"
"Agricoltura","CAGLIARI","DECIMOPUTZU","CO ( Mg ) ","0.0095"
"Agricoltura","CAGLIARI","DOLIANOVA","CO ( Mg ) ","0.0008"
"Agricoltura","CAGLIARI","DOMUS DE MARIA","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","DONORI","CO ( Mg ) ","0.001"
"Agricoltura","CAGLIARI","ELMAS","CO ( Mg ) ","0.0008"
"Agricoltura","CAGLIARI","ESCALAPLANO","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","ESCOLCA","CO ( Mg ) ","0.0031"
"Agricoltura","CAGLIARI","ESTERZILI","CO ( Mg ) ","0.0002"
"Agricoltura","CAGLIARI","GERGEI","CO ( Mg ) ","0.0176"
"Agricoltura","CAGLIARI","GESICO","CO ( Mg ) ","0.0039"
"Agricoltura","CAGLIARI","GONI","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","GUAMAGGIORE","CO ( Mg ) ","0.0359"
"Agricoltura","CAGLIARI","GUASILA","CO ( Mg ) ","0.0797"
"Agricoltura","CAGLIARI","ISILI","CO ( Mg ) ","0.0032"
"Agricoltura","CAGLIARI","MANDAS","CO ( Mg ) ","0.0464"
"Agricoltura","CAGLIARI","MARACALAGONIS","CO ( Mg ) ","0.0024"
"Agricoltura","CAGLIARI","MONASTIR","CO ( Mg ) ","0.0144"
"Agricoltura","CAGLIARI","MONSERRATO","CO ( Mg ) ","0.0005"
"Agricoltura","CAGLIARI","MURAVERA","CO ( Mg ) ","0.0229"
"Agricoltura","CAGLIARI","NURAGUS","CO ( Mg ) ","0.0001"
"Agricoltura","CAGLIARI","NURALLAO","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","NURAMINIS","CO ( Mg ) ","0.0364"
"Agricoltura","CAGLIARI","NURRI","CO ( Mg ) ","0.0085"
"Agricoltura","CAGLIARI","ORROLI","CO ( Mg ) ","0.0007"
"Agricoltura","CAGLIARI","ORTACESUS","CO ( Mg ) ","0.0182"
"Agricoltura","CAGLIARI","PIMENTEL","CO ( Mg ) ","0.0113"
"Agricoltura","CAGLIARI","PULA","CO ( Mg ) ","0.0023"
"Agricoltura","CAGLIARI","QUARTU SANT'ELENA","CO ( Mg ) ","0.0158"
"Agricoltura","CAGLIARI","QUARTUCCIU","CO ( Mg ) ","0.0102"
"Agricoltura","CAGLIARI","SADALI","CO ( Mg ) ","0.0001"
"Agricoltura","CAGLIARI","SAMATZAI","CO ( Mg ) ","0.0288"
"Agricoltura","CAGLIARI","SAN BASILIO","CO ( Mg ) ","0.0016"
"Agricoltura","CAGLIARI","SAN NICOLO' GERREI","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","SAN SPERATE","CO ( Mg ) ","0.0074"
"Agricoltura","CAGLIARI","SAN VITO","CO ( Mg ) ","0.0003"
"Agricoltura","CAGLIARI","SANT'ANDREA FRIUS","CO ( Mg ) ","0.0001"
"Agricoltura","CAGLIARI","SARROCH","CO ( Mg ) ","0.0009"
"Agricoltura","CAGLIARI","SELARGIUS","CO ( Mg ) ","0.0074"
"Agricoltura","CAGLIARI","SELEGAS","CO ( Mg ) ","0.0262"
"Agricoltura","CAGLIARI","SENORBI'","CO ( Mg ) ","0.0104"
"Agricoltura","CAGLIARI","SERDIANA","CO ( Mg ) ","0.0055"
"Agricoltura","CAGLIARI","SERRI","CO ( Mg ) ","0.0001"
"Agricoltura","CAGLIARI","SESTU","CO ( Mg ) ","0.0053"
"Agricoltura","CAGLIARI","SETTIMO SAN PIETRO","CO ( Mg ) ","0.0138"
"Agricoltura","CAGLIARI","SEULO","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","SILIQUA","CO ( Mg ) ","0.0016"
"Agricoltura","CAGLIARI","SILIUS","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","SINNAI","CO ( Mg ) ","0.0143"
"Agricoltura","CAGLIARI","SIURGUS DONIGALA","CO ( Mg ) ","0.0045"
"Agricoltura","CAGLIARI","SOLEMINIS","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","SUELLI","CO ( Mg ) ","0.0649"
"Agricoltura","CAGLIARI","TEULADA","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","USSANA","CO ( Mg ) ","0.005"
"Agricoltura","CAGLIARI","UTA","CO ( Mg ) ","0.0463"
"Agricoltura","CAGLIARI","VALLERMOSA","CO ( Mg ) ","0.0003"
"Agricoltura","CAGLIARI","VILLA SAN PIETRO","CO ( Mg ) ","0.0022"
"Agricoltura","CAGLIARI","VILLANOVA TULO","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","VILLAPUTZU","CO ( Mg ) ","0.0205"
"Agricoltura","CAGLIARI","VILLASALTO","CO ( Mg ) ","0"
"Agricoltura","CAGLIARI","VILLASIMIUS","CO ( Mg ) ","0.0026"
"Agricoltura","CAGLIARI","VILLASOR","CO ( Mg ) ","0.0484"
"Agricoltura","CAGLIARI","VILLASPECIOSA","CO ( Mg ) ","0.0039"
"Agricoltura","CAGLIARI","ARMUNGIA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","ASSEMINI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","BALLAO","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","BARRALI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","BURCEI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","CAGLIARI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","CAPOTERRA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","CASTIADAS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","DECIMOMANNU","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","DECIMOPUTZU","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","DOLIANOVA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","DOMUS DE MARIA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","DONORI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","ELMAS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","ESCALAPLANO","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","ESCOLCA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","ESTERZILI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","GERGEI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","GESICO","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","GONI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","GUAMAGGIORE","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","GUASILA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","ISILI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","MANDAS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","MARACALAGONIS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","MONASTIR","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","MONSERRATO","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","MURAVERA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","NURAGUS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","NURALLAO","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","NURAMINIS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","NURRI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","ORROLI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","ORTACESUS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","PIMENTEL","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","PULA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","QUARTU SANT'ELENA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","QUARTUCCIU","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SADALI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SAMATZAI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SAN BASILIO","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SAN NICOLO' GERREI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SAN SPERATE","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SAN VITO","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SANT'ANDREA FRIUS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SARROCH","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SELARGIUS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SELEGAS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SENORBI'","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SERDIANA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SERRI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SESTU","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SETTIMO SAN PIETRO","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SEULO","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SILIQUA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SILIUS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SINNAI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SIURGUS DONIGALA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SOLEMINIS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","SUELLI","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","TEULADA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","USSANA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","UTA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","VALLERMOSA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","VILLA SAN PIETRO","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","VILLANOVA TULO","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","VILLAPUTZU","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","VILLASALTO","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","VILLASIMIUS","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","VILLASOR","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","VILLASPECIOSA","CO2 ( Mg ) ","0"
"Agricoltura","CAGLIARI","ARMUNGIA","COVNM ( Mg ) ","9.1584"
"Agricoltura","CAGLIARI","ASSEMINI","COVNM ( Mg ) ","7.0332"
"Agricoltura","CAGLIARI","BALLAO","COVNM ( Mg ) ","5.6632"
"Agricoltura","CAGLIARI","BARRALI","COVNM ( Mg ) ","1.7309"
"Agricoltura","CAGLIARI","BURCEI","COVNM ( Mg ) ","10.2024"
"Agricoltura","CAGLIARI","CAGLIARI","COVNM ( Mg ) ","1.195"
"Agricoltura","CAGLIARI","CAPOTERRA","COVNM ( Mg ) ","4.7338"
"Agricoltura","CAGLIARI","CASTIADAS","COVNM ( Mg ) ","8.5118"
"Agricoltura","CAGLIARI","DECIMOMANNU","COVNM ( Mg ) ","2.7198"
"Agricoltura","CAGLIARI","DECIMOPUTZU","COVNM ( Mg ) ","31.3877"
"Agricoltura","CAGLIARI","DOLIANOVA","COVNM ( Mg ) ","53.569"
"Agricoltura","CAGLIARI","DOMUS DE MARIA","COVNM ( Mg ) ","7.3926"
"Agricoltura","CAGLIARI","DONORI","COVNM ( Mg ) ","6.5657"
"Agricoltura","CAGLIARI","ELMAS","COVNM ( Mg ) ","0.9592"
"Agricoltura","CAGLIARI","ESCALAPLANO","COVNM ( Mg ) ","12.3738"
"Agricoltura","CAGLIARI","ESCOLCA","COVNM ( Mg ) ","1.9012"
"Agricoltura","CAGLIARI","ESTERZILI","COVNM ( Mg ) ","13.7146"
"Agricoltura","CAGLIARI","GERGEI","COVNM ( Mg ) ","6.3987"
"Agricoltura","CAGLIARI","GESICO","COVNM ( Mg ) ","3.7351"
"Agricoltura","CAGLIARI","GONI","COVNM ( Mg ) ","2.895"
"Agricoltura","CAGLIARI","GUAMAGGIORE","COVNM ( Mg ) ","2.2799"
"Agricoltura","CAGLIARI","GUASILA","COVNM ( Mg ) ","5.4189"
"Agricoltura","CAGLIARI","ISILI","COVNM ( Mg ) ","45.8279"
"Agricoltura","CAGLIARI","MANDAS","COVNM ( Mg ) ","5.2284"
"Agricoltura","CAGLIARI","MARACALAGONIS","COVNM ( Mg ) ","6.0181"
"Agricoltura","CAGLIARI","MONASTIR","COVNM ( Mg ) ","7.8018"
"Agricoltura","CAGLIARI","MONSERRATO","COVNM ( Mg ) ","0.6727"
"Agricoltura","CAGLIARI","MURAVERA","COVNM ( Mg ) ","7.7234"
"Agricoltura","CAGLIARI","NURAGUS","COVNM ( Mg ) ","4.1322"
"Agricoltura","CAGLIARI","NURALLAO","COVNM ( Mg ) ","4.3207"
"Agricoltura","CAGLIARI","NURAMINIS","COVNM ( Mg ) ","2.4347"
"Agricoltura","CAGLIARI","NURRI","COVNM ( Mg ) ","14.5033"
"Agricoltura","CAGLIARI","ORROLI","COVNM ( Mg ) ","13.2007"
"Agricoltura","CAGLIARI","ORTACESUS","COVNM ( Mg ) ","10.1314"
"Agricoltura","CAGLIARI","PIMENTEL","COVNM ( Mg ) ","3.451"
"Agricoltura","CAGLIARI","PULA","COVNM ( Mg ) ","4.4019"
"Agricoltura","CAGLIARI","QUARTU SANT'ELENA","COVNM ( Mg ) ","4.5307"
"Agricoltura","CAGLIARI","QUARTUCCIU","COVNM ( Mg ) ","1.8948"
"Agricoltura","CAGLIARI","SADALI","COVNM ( Mg ) ","3.2246"
"Agricoltura","CAGLIARI","SAMATZAI","COVNM ( Mg ) ","2.1739"
"Agricoltura","CAGLIARI","SAN BASILIO","COVNM ( Mg ) ","7.6221"
"Agricoltura","CAGLIARI","SAN NICOLO' GERREI","COVNM ( Mg ) ","19.7745"
"Agricoltura","CAGLIARI","SAN SPERATE","COVNM ( Mg ) ","7.0587"
"Agricoltura","CAGLIARI","SAN VITO","COVNM ( Mg ) ","28.7408"
"Agricoltura","CAGLIARI","SANT'ANDREA FRIUS","COVNM ( Mg ) ","4.9175"
"Agricoltura","CAGLIARI","SARROCH","COVNM ( Mg ) ","4.0609"
"Agricoltura","CAGLIARI","SELARGIUS","COVNM ( Mg ) ","5.8941"
"Agricoltura","CAGLIARI","SELEGAS","COVNM ( Mg ) ","1.616"
"Agricoltura","CAGLIARI","SENORBI'","COVNM ( Mg ) ","5.4369"
"Agricoltura","CAGLIARI","SERDIANA","COVNM ( Mg ) ","18.1534"
"Agricoltura","CAGLIARI","SERRI","COVNM ( Mg ) ","2.6939"
"Agricoltura","CAGLIARI","SESTU","COVNM ( Mg ) ","5.5504"
"Agricoltura","CAGLIARI","SETTIMO SAN PIETRO","COVNM ( Mg ) ","2.5864"
"Agricoltura","CAGLIARI","SEULO","COVNM ( Mg ) ","9.5978"
"Agricoltura","CAGLIARI","SILIQUA","COVNM ( Mg ) ","26.8037"
"Agricoltura","CAGLIARI","SILIUS","COVNM ( Mg ) ","8.9104"
"Agricoltura","CAGLIARI","SINNAI","COVNM ( Mg ) ","17.277"
"Agricoltura","CAGLIARI","SIURGUS DONIGALA","COVNM ( Mg ) ","26.3577"
"Agricoltura","CAGLIARI","SOLEMINIS","COVNM ( Mg ) ","32.7073"
"Agricoltura","CAGLIARI","SUELLI","COVNM ( Mg ) ","2.6839"
"Agricoltura","CAGLIARI","TEULADA","COVNM ( Mg ) ","20.0843"
"Agricoltura","CAGLIARI","USSANA","COVNM ( Mg ) ","10.4328"
"Agricoltura","CAGLIARI","UTA","COVNM ( Mg ) ","21.23"
"Agricoltura","CAGLIARI","VALLERMOSA","COVNM ( Mg ) ","7.9707"
"Agricoltura","CAGLIARI","VILLA SAN PIETRO","COVNM ( Mg ) ","2.2169"
"Agricoltura","CAGLIARI","VILLANOVA TULO","COVNM ( Mg ) ","3.7855"
"Agricoltura","CAGLIARI","VILLAPUTZU","COVNM ( Mg ) ","8.7555"
"Agricoltura","CAGLIARI","VILLASALTO","COVNM ( Mg ) ","23.0912"
"Agricoltura","CAGLIARI","VILLASIMIUS","COVNM ( Mg ) ","2.4435"
"Agricoltura","CAGLIARI","VILLASOR","COVNM ( Mg ) ","8.3508"
"Agricoltura","CAGLIARI","VILLASPECIOSA","COVNM ( Mg ) ","2.6072"
"Agricoltura","CAGLIARI","ARMUNGIA","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","ASSEMINI","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","BALLAO","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","BARRALI","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","BURCEI","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","CAGLIARI","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","CAPOTERRA","Cd ( kg ) ","0.0001"
"Agricoltura","CAGLIARI","CASTIADAS","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","DECIMOMANNU","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","DECIMOPUTZU","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","DOLIANOVA","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","DOMUS DE MARIA","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","DONORI","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","ELMAS","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","ESCALAPLANO","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","ESCOLCA","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","ESTERZILI","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","GERGEI","Cd ( kg ) ","0.0001"
"Agricoltura","CAGLIARI","GESICO","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","GONI","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","GUAMAGGIORE","Cd ( kg ) ","0.0002"
"Agricoltura","CAGLIARI","GUASILA","Cd ( kg ) ","0.0004"
"Agricoltura","CAGLIARI","ISILI","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","MANDAS","Cd ( kg ) ","0.0002"
"Agricoltura","CAGLIARI","MARACALAGONIS","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","MONASTIR","Cd ( kg ) ","0.0001"
"Agricoltura","CAGLIARI","MONSERRATO","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","MURAVERA","Cd ( kg ) ","0.0001"
"Agricoltura","CAGLIARI","NURAGUS","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","NURALLAO","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","NURAMINIS","Cd ( kg ) ","0.0002"
"Agricoltura","CAGLIARI","NURRI","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","ORROLI","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","ORTACESUS","Cd ( kg ) ","0.0001"
"Agricoltura","CAGLIARI","PIMENTEL","Cd ( kg ) ","0.0001"
"Agricoltura","CAGLIARI","PULA","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","QUARTU SANT'ELENA","Cd ( kg ) ","0.0001"
"Agricoltura","CAGLIARI","QUARTUCCIU","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","SADALI","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","SAMATZAI","Cd ( kg ) ","0.0001"
"Agricoltura","CAGLIARI","SAN BASILIO","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","SAN NICOLO' GERREI","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","SAN SPERATE","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","SAN VITO","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","SANT'ANDREA FRIUS","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","SARROCH","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","SELARGIUS","Cd ( kg ) ","0"
"Agricoltura","CAGLIARI","SELEGAS","Cd ( kg ) ","0.0001"
"Agricoltura","CAGLIARI","SENORBI'","Cd ( kg ) ","0"
