"Macrosettore","Provincia","Comune","Inquinante","Valore"
"Processi senza combustione","CAGLIARI","ARMUNGIA","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","ASSEMINI","As ( kg ) ","6.6519"
"Processi senza combustione","CAGLIARI","BALLAO","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","BARRALI","As ( kg ) ","0.0001"
"Processi senza combustione","CAGLIARI","BURCEI","As ( kg ) ","0.0001"
"Processi senza combustione","CAGLIARI","CAGLIARI","As ( kg ) ","0.6718"
"Processi senza combustione","CAGLIARI","CAPOTERRA","As ( kg ) ","0.0004"
"Processi senza combustione","CAGLIARI","CASTIADAS","As ( kg ) ","0.0017"
"Processi senza combustione","CAGLIARI","DECIMOMANNU","As ( kg ) ","0.0016"
"Processi senza combustione","CAGLIARI","DECIMOPUTZU","As ( kg ) ","0.0025"
"Processi senza combustione","CAGLIARI","DOLIANOVA","As ( kg ) ","0.0005"
"Processi senza combustione","CAGLIARI","DOMUS DE MARIA","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","DONORI","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","ELMAS","As ( kg ) ","0.0073"
"Processi senza combustione","CAGLIARI","ESCALAPLANO","As ( kg ) ","0.0001"
"Processi senza combustione","CAGLIARI","ESCOLCA","As ( kg ) ","0.0003"
"Processi senza combustione","CAGLIARI","ESTERZILI","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","GERGEI","As ( kg ) ","0.0002"
"Processi senza combustione","CAGLIARI","GESICO","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","GONI","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","GUAMAGGIORE","As ( kg ) ","0.0003"
"Processi senza combustione","CAGLIARI","GUASILA","As ( kg ) ","0.0036"
"Processi senza combustione","CAGLIARI","ISILI","As ( kg ) ","0.0023"
"Processi senza combustione","CAGLIARI","MANDAS","As ( kg ) ","0.0007"
"Processi senza combustione","CAGLIARI","MARACALAGONIS","As ( kg ) ","0.0024"
"Processi senza combustione","CAGLIARI","MONASTIR","As ( kg ) ","0.0135"
"Processi senza combustione","CAGLIARI","MONSERRATO","As ( kg ) ","0.0032"
"Processi senza combustione","CAGLIARI","MURAVERA","As ( kg ) ","0.0004"
"Processi senza combustione","CAGLIARI","NURAGUS","As ( kg ) ","0.0001"
"Processi senza combustione","CAGLIARI","NURALLAO","As ( kg ) ","0.0007"
"Processi senza combustione","CAGLIARI","NURAMINIS","As ( kg ) ","0.0214"
"Processi senza combustione","CAGLIARI","NURRI","As ( kg ) ","0.0009"
"Processi senza combustione","CAGLIARI","ORROLI","As ( kg ) ","0.0011"
"Processi senza combustione","CAGLIARI","ORTACESUS","As ( kg ) ","0.0015"
"Processi senza combustione","CAGLIARI","PIMENTEL","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","PULA","As ( kg ) ","0.0011"
"Processi senza combustione","CAGLIARI","QUARTU SANT'ELENA","As ( kg ) ","0.0096"
"Processi senza combustione","CAGLIARI","QUARTUCCIU","As ( kg ) ","0.0056"
"Processi senza combustione","CAGLIARI","SADALI","As ( kg ) ","0.0003"
"Processi senza combustione","CAGLIARI","SAMATZAI","As ( kg ) ","0.0075"
"Processi senza combustione","CAGLIARI","SAN BASILIO","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","SAN NICOLO' GERREI","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","SAN SPERATE","As ( kg ) ","0.775"
"Processi senza combustione","CAGLIARI","SAN VITO","As ( kg ) ","0.0071"
"Processi senza combustione","CAGLIARI","SANT'ANDREA FRIUS","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","SARROCH","As ( kg ) ","0.0049"
"Processi senza combustione","CAGLIARI","SELARGIUS","As ( kg ) ","0.0067"
"Processi senza combustione","CAGLIARI","SELEGAS","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","SENORBI'","As ( kg ) ","0.001"
"Processi senza combustione","CAGLIARI","SERDIANA","As ( kg ) ","0.0011"
"Processi senza combustione","CAGLIARI","SERRI","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","SESTU","As ( kg ) ","0.8443"
"Processi senza combustione","CAGLIARI","SETTIMO SAN PIETRO","As ( kg ) ","0.004"
"Processi senza combustione","CAGLIARI","SEULO","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","SILIQUA","As ( kg ) ","0.0008"
"Processi senza combustione","CAGLIARI","SILIUS","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","SINNAI","As ( kg ) ","0.0187"
"Processi senza combustione","CAGLIARI","SIURGUS DONIGALA","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","SOLEMINIS","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","SUELLI","As ( kg ) ","0.006"
"Processi senza combustione","CAGLIARI","TEULADA","As ( kg ) ","0.0002"
"Processi senza combustione","CAGLIARI","USSANA","As ( kg ) ","0.0007"
"Processi senza combustione","CAGLIARI","UTA","As ( kg ) ","0.0043"
"Processi senza combustione","CAGLIARI","VALLERMOSA","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","VILLA SAN PIETRO","As ( kg ) ","0.0001"
"Processi senza combustione","CAGLIARI","VILLANOVA TULO","As ( kg ) ","0.0001"
"Processi senza combustione","CAGLIARI","VILLAPUTZU","As ( kg ) ","0.0013"
"Processi senza combustione","CAGLIARI","VILLASALTO","As ( kg ) ","0"
"Processi senza combustione","CAGLIARI","VILLASIMIUS","As ( kg ) ","0.0015"
"Processi senza combustione","CAGLIARI","VILLASOR","As ( kg ) ","0.0021"
"Processi senza combustione","CAGLIARI","VILLASPECIOSA","As ( kg ) ","0"
"Processi senza combustione","CARBONIA-IGLESIAS","BUGGERRU","As ( kg ) ","0"
"Processi senza combustione","CARBONIA-IGLESIAS","CALASETTA","As ( kg ) ","0"
"Processi senza combustione","CARBONIA-IGLESIAS","CARBONIA","As ( kg ) ","0.0062"
"Processi senza combustione","CARBONIA-IGLESIAS","CARLOFORTE","As ( kg ) ","0.0003"
"Processi senza combustione","CARBONIA-IGLESIAS","DOMUSNOVAS","As ( kg ) ","0.0009"
"Processi senza combustione","CARBONIA-IGLESIAS","FLUMINIMAGGIORE","As ( kg ) ","0.0005"
"Processi senza combustione","CARBONIA-IGLESIAS","GIBA","As ( kg ) ","0.0003"
"Processi senza combustione","CARBONIA-IGLESIAS","GONNESA","As ( kg ) ","0.0009"
"Processi senza combustione","CARBONIA-IGLESIAS","IGLESIAS","As ( kg ) ","0.0074"
"Processi senza combustione","CARBONIA-IGLESIAS","MASAINAS","As ( kg ) ","0"
"Processi senza combustione","CARBONIA-IGLESIAS","MUSEI","As ( kg ) ","0.0019"
"Processi senza combustione","CARBONIA-IGLESIAS","NARCAO","As ( kg ) ","0.0001"
"Processi senza combustione","CARBONIA-IGLESIAS","NUXIS","As ( kg ) ","0"
"Processi senza combustione","CARBONIA-IGLESIAS","PERDAXIUS","As ( kg ) ","0.0008"
"Processi senza combustione","CARBONIA-IGLESIAS","PISCINAS","As ( kg ) ","0.0002"
"Processi senza combustione","CARBONIA-IGLESIAS","PORTOSCUSO","As ( kg ) ","0.0007"
"Processi senza combustione","CARBONIA-IGLESIAS","SAN GIOVANNI SUERGIU","As ( kg ) ","0.0008"
"Processi senza combustione","CARBONIA-IGLESIAS","SANT'ANNA ARRESI","As ( kg ) ","0.0002"
"Processi senza combustione","CARBONIA-IGLESIAS","SANT'ANTIOCO","As ( kg ) ","0.0027"
"Processi senza combustione","CARBONIA-IGLESIAS","SANTADI","As ( kg ) ","0"
"Processi senza combustione","CARBONIA-IGLESIAS","TRATALIAS","As ( kg ) ","0"
"Processi senza combustione","CARBONIA-IGLESIAS","VILLAMASSARGIA","As ( kg ) ","0.0002"
"Processi senza combustione","CARBONIA-IGLESIAS","VILLAPERUCCIO","As ( kg ) ","0"
"Processi senza combustione","MEDIO CAMPIDANO","ARBUS","As ( kg ) ","0.0007"
"Processi senza combustione","MEDIO CAMPIDANO","BARUMINI","As ( kg ) ","0.0004"
"Processi senza combustione","MEDIO CAMPIDANO","COLLINAS","As ( kg ) ","0.0004"
"Processi senza combustione","MEDIO CAMPIDANO","FURTEI","As ( kg ) ","0.0005"
"Processi senza combustione","MEDIO CAMPIDANO","GENURI","As ( kg ) ","0"
"Processi senza combustione","MEDIO CAMPIDANO","GESTURI","As ( kg ) ","0"
"Processi senza combustione","MEDIO CAMPIDANO","GONNOSFANADIGA","As ( kg ) ","0.0003"
"Processi senza combustione","MEDIO CAMPIDANO","GUSPINI","As ( kg ) ","0.6098"
"Processi senza combustione","MEDIO CAMPIDANO","LAS PLASSAS","As ( kg ) ","0"
"Processi senza combustione","MEDIO CAMPIDANO","LUNAMATRONA","As ( kg ) ","0.001"
"Processi senza combustione","MEDIO CAMPIDANO","PABILLONIS","As ( kg ) ","0.014"
"Processi senza combustione","MEDIO CAMPIDANO","PAULI ARBAREI","As ( kg ) ","0.0001"
"Processi senza combustione","MEDIO CAMPIDANO","SAMASSI","As ( kg ) ","0"
"Processi senza combustione","MEDIO CAMPIDANO","SAN GAVINO MONREALE","As ( kg ) ","0.0004"
"Processi senza combustione","MEDIO CAMPIDANO","SANLURI","As ( kg ) ","0.0052"
"Processi senza combustione","MEDIO CAMPIDANO","SARDARA","As ( kg ) ","0.002"
"Processi senza combustione","MEDIO CAMPIDANO","SEGARIU","As ( kg ) ","0.0099"
"Processi senza combustione","MEDIO CAMPIDANO","SERRAMANNA","As ( kg ) ","0.0001"
"Processi senza combustione","MEDIO CAMPIDANO","SERRENTI","As ( kg ) ","0.0026"
"Processi senza combustione","MEDIO CAMPIDANO","SETZU","As ( kg ) ","0"
"Processi senza combustione","MEDIO CAMPIDANO","SIDDI","As ( kg ) ","0"
"Processi senza combustione","MEDIO CAMPIDANO","TUILI","As ( kg ) ","0"
"Processi senza combustione","MEDIO CAMPIDANO","TURRI","As ( kg ) ","0"
"Processi senza combustione","MEDIO CAMPIDANO","USSARAMANNA","As ( kg ) ","0"
"Processi senza combustione","MEDIO CAMPIDANO","VILLACIDRO","As ( kg ) ","0.0064"
"Processi senza combustione","MEDIO CAMPIDANO","VILLAMAR","As ( kg ) ","0.0003"
"Processi senza combustione","MEDIO CAMPIDANO","VILLANOVAFORRU","As ( kg ) ","0.0001"
"Processi senza combustione","MEDIO CAMPIDANO","VILLANOVAFRANCA","As ( kg ) ","0"
"Processi senza combustione","NUORO","ARITZO","As ( kg ) ","0"
"Processi senza combustione","NUORO","ATZARA","As ( kg ) ","0.0003"
"Processi senza combustione","NUORO","AUSTIS","As ( kg ) ","0"
"Processi senza combustione","NUORO","BELVI'","As ( kg ) ","0"
"Processi senza combustione","NUORO","BIRORI","As ( kg ) ","0.0004"
"Processi senza combustione","NUORO","BITTI","As ( kg ) ","0.0012"
"Processi senza combustione","NUORO","BOLOTANA","As ( kg ) ","0"
"Processi senza combustione","NUORO","BORORE","As ( kg ) ","0.0012"
"Processi senza combustione","NUORO","BORTIGALI","As ( kg ) ","0.0001"
"Processi senza combustione","NUORO","DESULO","As ( kg ) ","0"
"Processi senza combustione","NUORO","DORGALI","As ( kg ) ","0.0055"
"Processi senza combustione","NUORO","DUALCHI","As ( kg ) ","0"
"Processi senza combustione","NUORO","FONNI","As ( kg ) ","0.0012"
"Processi senza combustione","NUORO","GADONI","As ( kg ) ","0"
"Processi senza combustione","NUORO","GALTELLI'","As ( kg ) ","0.0026"
"Processi senza combustione","NUORO","GAVOI","As ( kg ) ","0.0005"
"Processi senza combustione","NUORO","IRGOLI","As ( kg ) ","0.0002"
"Processi senza combustione","NUORO","LEI","As ( kg ) ","0"
"Processi senza combustione","NUORO","LOCULI","As ( kg ) ","0.0001"
"Processi senza combustione","NUORO","LODE'","As ( kg ) ","0"
"Processi senza combustione","NUORO","LODINE","As ( kg ) ","0"
"Processi senza combustione","NUORO","LULA","As ( kg ) ","0.0005"
"Processi senza combustione","NUORO","MACOMER","As ( kg ) ","0.004"
"Processi senza combustione","NUORO","MAMOIADA","As ( kg ) ","0.0004"
"Processi senza combustione","NUORO","MEANA SARDO","As ( kg ) ","0.0003"
"Processi senza combustione","NUORO","NORAGUGUME","As ( kg ) ","0"
"Processi senza combustione","NUORO","NUORO","As ( kg ) ","0.0072"
"Processi senza combustione","NUORO","OLIENA","As ( kg ) ","0.0014"
"Processi senza combustione","NUORO","OLLOLAI","As ( kg ) ","0.0002"
"Processi senza combustione","NUORO","OLZAI","As ( kg ) ","0.0001"
"Processi senza combustione","NUORO","ONANI'","As ( kg ) ","0"
"Processi senza combustione","NUORO","ONIFAI","As ( kg ) ","0"
"Processi senza combustione","NUORO","ONIFERI","As ( kg ) ","0.0063"
"Processi senza combustione","NUORO","ORANI","As ( kg ) ","0.0016"
"Processi senza combustione","NUORO","ORGOSOLO","As ( kg ) ","0.0007"
"Processi senza combustione","NUORO","OROSEI","As ( kg ) ","0.0189"
"Processi senza combustione","NUORO","OROTELLI","As ( kg ) ","0.0001"
"Processi senza combustione","NUORO","ORTUERI","As ( kg ) ","0.0001"
"Processi senza combustione","NUORO","ORUNE","As ( kg ) ","0.0003"
"Processi senza combustione","NUORO","OSIDDA","As ( kg ) ","0"
"Processi senza combustione","NUORO","OTTANA","As ( kg ) ","0.0001"
"Processi senza combustione","NUORO","OVODDA","As ( kg ) ","0.0003"
"Processi senza combustione","NUORO","POSADA","As ( kg ) ","0.0004"
"Processi senza combustione","NUORO","SARULE","As ( kg ) ","0.0004"
"Processi senza combustione","NUORO","SILANUS","As ( kg ) ","0.0007"
"Processi senza combustione","NUORO","SINDIA","As ( kg ) ","0.0001"
"Processi senza combustione","NUORO","SINISCOLA","As ( kg ) ","0.0145"
"Processi senza combustione","NUORO","SORGONO","As ( kg ) ","0.0015"
"Processi senza combustione","NUORO","TETI","As ( kg ) ","0"
"Processi senza combustione","NUORO","TIANA","As ( kg ) ","0"
"Processi senza combustione","NUORO","TONARA","As ( kg ) ","0.0007"
"Processi senza combustione","NUORO","TORPE'","As ( kg ) ","0.0003"
"Processi senza combustione","OGLIASTRA","ARZANA","As ( kg ) ","0.0005"
"Processi senza combustione","OGLIASTRA","BARI SARDO","As ( kg ) ","0.0014"
"Processi senza combustione","OGLIASTRA","BAUNEI","As ( kg ) ","0.0001"
"Processi senza combustione","OGLIASTRA","CARDEDU","As ( kg ) ","0.0002"
"Processi senza combustione","OGLIASTRA","ELINI","As ( kg ) ","0.0001"
"Processi senza combustione","OGLIASTRA","GAIRO","As ( kg ) ","0"
"Processi senza combustione","OGLIASTRA","GIRASOLE","As ( kg ) ","0.0025"
"Processi senza combustione","OGLIASTRA","ILBONO","As ( kg ) ","0.0028"
"Processi senza combustione","OGLIASTRA","JERZU","As ( kg ) ","0.0002"
"Processi senza combustione","OGLIASTRA","LANUSEI","As ( kg ) ","0.001"
"Processi senza combustione","OGLIASTRA","LOCERI","As ( kg ) ","0.0001"
"Processi senza combustione","OGLIASTRA","LOTZORAI","As ( kg ) ","0.0016"
"Processi senza combustione","OGLIASTRA","OSINI","As ( kg ) ","0"
"Processi senza combustione","OGLIASTRA","PERDASDEFOGU","As ( kg ) ","0"
"Processi senza combustione","OGLIASTRA","SEUI","As ( kg ) ","0.0002"
"Processi senza combustione","OGLIASTRA","TALANA","As ( kg ) ","0.0003"
"Processi senza combustione","OGLIASTRA","TERTENIA","As ( kg ) ","0.0021"
"Processi senza combustione","OGLIASTRA","TORTOLI'","As ( kg ) ","0.0145"
"Processi senza combustione","OGLIASTRA","TRIEI","As ( kg ) ","0"
"Processi senza combustione","OGLIASTRA","ULASSAI","As ( kg ) ","0.0001"
"Processi senza combustione","OGLIASTRA","URZULEI","As ( kg ) ","0"
"Processi senza combustione","OGLIASTRA","USSASSAI","As ( kg ) ","0"
"Processi senza combustione","OGLIASTRA","VILLAGRANDE STRISAILI","As ( kg ) ","0.0002"
"Processi senza combustione","OLBIA-TEMPIO","AGGIUS","As ( kg ) ","0.0007"
"Processi senza combustione","OLBIA-TEMPIO","AGLIENTU","As ( kg ) ","0.0001"
"Processi senza combustione","OLBIA-TEMPIO","ALA' DEI SARDI","As ( kg ) ","0.002"
"Processi senza combustione","OLBIA-TEMPIO","ARZACHENA","As ( kg ) ","0.0083"
"Processi senza combustione","OLBIA-TEMPIO","BADESI","As ( kg ) ","0"
"Processi senza combustione","OLBIA-TEMPIO","BERCHIDDA","As ( kg ) ","0.0013"
"Processi senza combustione","OLBIA-TEMPIO","BORTIGIADAS","As ( kg ) ","0.0007"
"Processi senza combustione","OLBIA-TEMPIO","BUDDUSO'","As ( kg ) ","0.0115"
"Processi senza combustione","OLBIA-TEMPIO","BUDONI","As ( kg ) ","0"
"Processi senza combustione","OLBIA-TEMPIO","CALANGIANUS","As ( kg ) ","0.0007"
"Processi senza combustione","OLBIA-TEMPIO","GOLFO ARANCI","As ( kg ) ","0.0002"
"Processi senza combustione","OLBIA-TEMPIO","LA MADDALENA","As ( kg ) ","0.0008"
"Processi senza combustione","OLBIA-TEMPIO","LOIRI PORTO SAN PAOLO","As ( kg ) ","0.0001"
"Processi senza combustione","OLBIA-TEMPIO","LUOGOSANTO","As ( kg ) ","0"
"Processi senza combustione","OLBIA-TEMPIO","LURAS","As ( kg ) ","0"
"Processi senza combustione","OLBIA-TEMPIO","MONTI","As ( kg ) ","0.0001"
"Processi senza combustione","OLBIA-TEMPIO","OLBIA","As ( kg ) ","0.031"
"Processi senza combustione","OLBIA-TEMPIO","OSCHIRI","As ( kg ) ","0.0003"
"Processi senza combustione","OLBIA-TEMPIO","PADRU","As ( kg ) ","0.0003"
"Processi senza combustione","OLBIA-TEMPIO","PALAU","As ( kg ) ","0.0001"
"Processi senza combustione","OLBIA-TEMPIO","SAN TEODORO","As ( kg ) ","0.0019"
"Processi senza combustione","OLBIA-TEMPIO","SANT'ANTONIO DI GALLURA","As ( kg ) ","0.0041"
"Processi senza combustione","OLBIA-TEMPIO","SANTA TERESA GALLURA","As ( kg ) ","0.0004"
"Processi senza combustione","OLBIA-TEMPIO","TELTI","As ( kg ) ","0.0028"
"Processi senza combustione","OLBIA-TEMPIO","TEMPIO PAUSANIA","As ( kg ) ","0.0109"
"Processi senza combustione","OLBIA-TEMPIO","TRINITA' D'AGULTU E VIGNOLA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","ABBASANTA","As ( kg ) ","0.0007"
"Processi senza combustione","ORISTANO","AIDOMAGGIORE","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","ALBAGIARA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","ALES","As ( kg ) ","0.0003"
"Processi senza combustione","ORISTANO","ALLAI","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","ARBOREA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","ARDAULI","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","ASSOLO","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","ASUNI","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","BARADILI","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","BARATILI SAN PIETRO","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","BARESSA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","BAULADU","As ( kg ) ","0.0052"
"Processi senza combustione","ORISTANO","BIDONI'","As ( kg ) ","0.0009"
"Processi senza combustione","ORISTANO","BONARCADO","As ( kg ) ","0.0001"
"Processi senza combustione","ORISTANO","BORONEDDU","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","BOSA","As ( kg ) ","0.0005"
"Processi senza combustione","ORISTANO","BUSACHI","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","CABRAS","As ( kg ) ","0.0014"
"Processi senza combustione","ORISTANO","CUGLIERI","As ( kg ) ","0.0005"
"Processi senza combustione","ORISTANO","CURCURIS","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","FLUSSIO","As ( kg ) ","0.0008"
"Processi senza combustione","ORISTANO","FORDONGIANUS","As ( kg ) ","0.0003"
"Processi senza combustione","ORISTANO","GENONI","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","GHILARZA","As ( kg ) ","0.004"
"Processi senza combustione","ORISTANO","GONNOSCODINA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","GONNOSNO'","As ( kg ) ","0.0003"
"Processi senza combustione","ORISTANO","GONNOSTRAMATZA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","LACONI","As ( kg ) ","0.0004"
"Processi senza combustione","ORISTANO","MAGOMADAS","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","MARRUBIU","As ( kg ) ","0.0022"
"Processi senza combustione","ORISTANO","MASULLAS","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","MILIS","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","MODOLO","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","MOGORELLA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","MOGORO","As ( kg ) ","0.0026"
"Processi senza combustione","ORISTANO","MONTRESTA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","MORGONGIORI","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","NARBOLIA","As ( kg ) ","0.0001"
"Processi senza combustione","ORISTANO","NEONELI","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","NORBELLO","As ( kg ) ","0.0001"
"Processi senza combustione","ORISTANO","NUGHEDU SANTA VITTORIA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","NURACHI","As ( kg ) ","0.0007"
"Processi senza combustione","ORISTANO","NURECI","As ( kg ) ","0.0001"
"Processi senza combustione","ORISTANO","OLLASTRA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","ORISTANO","As ( kg ) ","0.0083"
"Processi senza combustione","ORISTANO","PALMAS ARBOREA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","PAU","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","PAULILATINO","As ( kg ) ","0.0008"
"Processi senza combustione","ORISTANO","POMPU","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","RIOLA SARDO","As ( kg ) ","0.0005"
"Processi senza combustione","ORISTANO","RUINAS","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SAGAMA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SAMUGHEO","As ( kg ) ","0.0014"
"Processi senza combustione","ORISTANO","SAN NICOLO D'ARCIDANO","As ( kg ) ","0.0001"
"Processi senza combustione","ORISTANO","SAN VERO MILIS","As ( kg ) ","0.0017"
"Processi senza combustione","ORISTANO","SANTA GIUSTA","As ( kg ) ","0.0016"
"Processi senza combustione","ORISTANO","SANTU LUSSURGIU","As ( kg ) ","0.0001"
"Processi senza combustione","ORISTANO","SCANO DI MONTIFERRO","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SEDILO","As ( kg ) ","0.0001"
"Processi senza combustione","ORISTANO","SENEGHE","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SENIS","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SENNARIOLO","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SIAMAGGIORE","As ( kg ) ","0.0004"
"Processi senza combustione","ORISTANO","SIAMANNA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SIAPICCIA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SIMALA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SIMAXIS","As ( kg ) ","0.0105"
"Processi senza combustione","ORISTANO","SINI","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SIRIS","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SODDI'","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SOLARUSSA","As ( kg ) ","0.0019"
"Processi senza combustione","ORISTANO","SORRADILE","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","SUNI","As ( kg ) ","0.0002"
"Processi senza combustione","ORISTANO","TADASUNI","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","TERRALBA","As ( kg ) ","0.0028"
"Processi senza combustione","ORISTANO","TINNURA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","TRAMATZA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","TRESNURAGHES","As ( kg ) ","0.0002"
"Processi senza combustione","ORISTANO","ULA' TIRSO","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","URAS","As ( kg ) ","0.0004"
"Processi senza combustione","ORISTANO","USELLUS","As ( kg ) ","0.0001"
"Processi senza combustione","ORISTANO","VILLA SANT'ANTONIO","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","VILLA VERDE","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","VILLANOVA TRUSCHEDU","As ( kg ) ","0.0002"
"Processi senza combustione","ORISTANO","VILLAURBANA","As ( kg ) ","0"
"Processi senza combustione","ORISTANO","ZEDDIANI","As ( kg ) ","0.0001"
"Processi senza combustione","ORISTANO","ZERFALIU","As ( kg ) ","0"
"Processi senza combustione","SASSARI","ALGHERO","As ( kg ) ","0.0057"
"Processi senza combustione","SASSARI","ANELA","As ( kg ) ","0"
"Processi senza combustione","SASSARI","ARDARA","As ( kg ) ","0"
"Processi senza combustione","SASSARI","BANARI","As ( kg ) ","0.0003"
"Processi senza combustione","SASSARI","BENETUTTI","As ( kg ) ","0.0009"
"Processi senza combustione","SASSARI","BESSUDE","As ( kg ) ","0"
"Processi senza combustione","SASSARI","BONNANARO","As ( kg ) ","0"
"Processi senza combustione","SASSARI","BONO","As ( kg ) ","0.0009"
"Processi senza combustione","SASSARI","BONORVA","As ( kg ) ","0.002"
"Processi senza combustione","SASSARI","BORUTTA","As ( kg ) ","0"
"Processi senza combustione","SASSARI","BOTTIDDA","As ( kg ) ","0"
"Processi senza combustione","SASSARI","BULTEI","As ( kg ) ","0.0004"
"Processi senza combustione","SASSARI","BULZI","As ( kg ) ","0"
"Processi senza combustione","SASSARI","BURGOS","As ( kg ) ","0"
"Processi senza combustione","SASSARI","CARGEGHE","As ( kg ) ","0"
"Processi senza combustione","SASSARI","CASTELSARDO","As ( kg ) ","0.0126"
"Processi senza combustione","SASSARI","CHEREMULE","As ( kg ) ","0.0001"
"Processi senza combustione","SASSARI","CHIARAMONTI","As ( kg ) ","0"
"Processi senza combustione","SASSARI","CODRONGIANOS","As ( kg ) ","0"
"Processi senza combustione","SASSARI","COSSOINE","As ( kg ) ","0"
"Processi senza combustione","SASSARI","ERULA","As ( kg ) ","0"
"Processi senza combustione","SASSARI","ESPORLATU","As ( kg ) ","0"
"Processi senza combustione","SASSARI","FLORINAS","As ( kg ) ","0"
"Processi senza combustione","SASSARI","GIAVE","As ( kg ) ","0.0012"
"Processi senza combustione","SASSARI","ILLORAI","As ( kg ) ","0.0001"
"Processi senza combustione","SASSARI","ITTIREDDU","As ( kg ) ","0"
"Processi senza combustione","SASSARI","ITTIRI","As ( kg ) ","0.0033"
"Processi senza combustione","SASSARI","LAERRU","As ( kg ) ","0.0001"
"Processi senza combustione","SASSARI","MARA","As ( kg ) ","0"
"Processi senza combustione","SASSARI","MARTIS","As ( kg ) ","0"
"Processi senza combustione","SASSARI","MONTELEONE ROCCA DORIA","As ( kg ) ","0"
"Processi senza combustione","SASSARI","MORES","As ( kg ) ","0.0002"
"Processi senza combustione","SASSARI","MUROS","As ( kg ) ","0.0081"
"Processi senza combustione","SASSARI","NUGHEDU SAN NICOLO'","As ( kg ) ","0.0003"
"Processi senza combustione","SASSARI","NULE","As ( kg ) ","0.0002"
"Processi senza combustione","SASSARI","NULVI","As ( kg ) ","0"
"Processi senza combustione","SASSARI","OLMEDO","As ( kg ) ","0.0012"
"Processi senza combustione","SASSARI","OSILO","As ( kg ) ","0"
