"Macrosettore","Provincia","Comune","Inquinante","Valore"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SUELLI","Hg ( kg ) ","0.0012"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","TEULADA","Hg ( kg ) ","0.0008"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","USSANA","Hg ( kg ) ","0.0006"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","UTA","Hg ( kg ) ","0.0158"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VALLERMOSA","Hg ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLA SAN PIETRO","Hg ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLANOVA TULO","Hg ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLAPUTZU","Hg ( kg ) ","0.0036"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASALTO","Hg ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASIMIUS","Hg ( kg ) ","0.0014"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASOR","Hg ( kg ) ","0.0039"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASPECIOSA","Hg ( kg ) ","0.0702"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ARMUNGIA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ASSEMINI","INP ( kg ) ","0.0062"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BALLAO","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BARRALI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BURCEI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAGLIARI","INP ( kg ) ","0.0004"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAPOTERRA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CASTIADAS","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOMANNU","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOPUTZU","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOLIANOVA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOMUS DE MARIA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DONORI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ELMAS","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCALAPLANO","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCOLCA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESTERZILI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GERGEI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GESICO","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GONI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUAMAGGIORE","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUASILA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ISILI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MANDAS","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MARACALAGONIS","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONASTIR","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONSERRATO","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MURAVERA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAGUS","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURALLAO","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAMINIS","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURRI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORROLI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORTACESUS","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PIMENTEL","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PULA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTU SANT'ELENA","INP ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTUCCIU","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SADALI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAMATZAI","INP ( kg ) ","0.0181"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN BASILIO","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN NICOLO' GERREI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN SPERATE","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN VITO","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SANT'ANDREA FRIUS","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SARROCH","INP ( kg ) ","0.0334"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELARGIUS","INP ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELEGAS","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SENORBI'","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERDIANA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERRI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SESTU","INP ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SETTIMO SAN PIETRO","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SEULO","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIQUA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIUS","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SINNAI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SIURGUS DONIGALA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SOLEMINIS","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SUELLI","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","TEULADA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","USSANA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","UTA","INP ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VALLERMOSA","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLA SAN PIETRO","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLANOVA TULO","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLAPUTZU","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASALTO","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASIMIUS","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASOR","INP ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASPECIOSA","INP ( kg ) ","0.0007"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAMATZAI","Mn ( kg ) ","19.179"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ARMUNGIA","N2O ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ASSEMINI","N2O ( Mg ) ","1.369"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BALLAO","N2O ( Mg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BARRALI","N2O ( Mg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BURCEI","N2O ( Mg ) ","0.0008"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAGLIARI","N2O ( Mg ) ","0.2976"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAPOTERRA","N2O ( Mg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CASTIADAS","N2O ( Mg ) ","0.0013"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOMANNU","N2O ( Mg ) ","0.0059"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOPUTZU","N2O ( Mg ) ","0.0031"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOLIANOVA","N2O ( Mg ) ","0.0089"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOMUS DE MARIA","N2O ( Mg ) ","0.0005"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DONORI","N2O ( Mg ) ","0.0043"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ELMAS","N2O ( Mg ) ","0.0178"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCALAPLANO","N2O ( Mg ) ","0.0013"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCOLCA","N2O ( Mg ) ","0.0007"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESTERZILI","N2O ( Mg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GERGEI","N2O ( Mg ) ","0.0012"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GESICO","N2O ( Mg ) ","0.0003"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GONI","N2O ( Mg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUAMAGGIORE","N2O ( Mg ) ","0.001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUASILA","N2O ( Mg ) ","0.0048"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ISILI","N2O ( Mg ) ","0.008"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MANDAS","N2O ( Mg ) ","0.0012"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MARACALAGONIS","N2O ( Mg ) ","0.0068"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONASTIR","N2O ( Mg ) ","0.0189"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONSERRATO","N2O ( Mg ) ","0.0096"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MURAVERA","N2O ( Mg ) ","0.0051"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAGUS","N2O ( Mg ) ","0.0007"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURALLAO","N2O ( Mg ) ","0.0009"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAMINIS","N2O ( Mg ) ","0.0159"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURRI","N2O ( Mg ) ","0.0049"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORROLI","N2O ( Mg ) ","0.0014"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORTACESUS","N2O ( Mg ) ","0.0041"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PIMENTEL","N2O ( Mg ) ","0.001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PULA","N2O ( Mg ) ","0.0052"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTU SANT'ELENA","N2O ( Mg ) ","0.0645"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTUCCIU","N2O ( Mg ) ","0.0101"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SADALI","N2O ( Mg ) ","0.0005"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAMATZAI","N2O ( Mg ) ","1.3889"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN BASILIO","N2O ( Mg ) ","0.0005"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN NICOLO' GERREI","N2O ( Mg ) ","0.0006"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN SPERATE","N2O ( Mg ) ","0.0952"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN VITO","N2O ( Mg ) ","0.0033"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SANT'ANDREA FRIUS","N2O ( Mg ) ","0.0005"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SARROCH","N2O ( Mg ) ","2.1681"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELARGIUS","N2O ( Mg ) ","0.036"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELEGAS","N2O ( Mg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SENORBI'","N2O ( Mg ) ","0.0064"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERDIANA","N2O ( Mg ) ","0.0033"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERRI","N2O ( Mg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SESTU","N2O ( Mg ) ","0.1093"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SETTIMO SAN PIETRO","N2O ( Mg ) ","0.0052"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SEULO","N2O ( Mg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIQUA","N2O ( Mg ) ","0.005"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIUS","N2O ( Mg ) ","0.008"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SINNAI","N2O ( Mg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SIURGUS DONIGALA","N2O ( Mg ) ","0.0016"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SOLEMINIS","N2O ( Mg ) ","0.0005"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SUELLI","N2O ( Mg ) ","0.0046"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","TEULADA","N2O ( Mg ) ","0.0026"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","USSANA","N2O ( Mg ) ","0.002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","UTA","N2O ( Mg ) ","0.0197"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VALLERMOSA","N2O ( Mg ) ","0.0007"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLA SAN PIETRO","N2O ( Mg ) ","0.0006"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLANOVA TULO","N2O ( Mg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLAPUTZU","N2O ( Mg ) ","0.0121"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASALTO","N2O ( Mg ) ","0.0003"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASIMIUS","N2O ( Mg ) ","0.0048"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASOR","N2O ( Mg ) ","0.0132"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASPECIOSA","N2O ( Mg ) ","0.0322"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ARMUNGIA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ASSEMINI","NH3 ( Mg ) ","2.2034"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BALLAO","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BARRALI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BURCEI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAGLIARI","NH3 ( Mg ) ","0.0088"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAPOTERRA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CASTIADAS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOMANNU","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOPUTZU","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOLIANOVA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOMUS DE MARIA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DONORI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ELMAS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCALAPLANO","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCOLCA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESTERZILI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GERGEI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GESICO","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GONI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUAMAGGIORE","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUASILA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ISILI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MANDAS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MARACALAGONIS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONASTIR","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONSERRATO","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MURAVERA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAGUS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURALLAO","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAMINIS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURRI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORROLI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORTACESUS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PIMENTEL","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PULA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTU SANT'ELENA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTUCCIU","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SADALI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAMATZAI","NH3 ( Mg ) ","10.228"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN BASILIO","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN NICOLO' GERREI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN SPERATE","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN VITO","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SANT'ANDREA FRIUS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SARROCH","NH3 ( Mg ) ","11.113"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELARGIUS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELEGAS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SENORBI'","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERDIANA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERRI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SESTU","NH3 ( Mg ) ","0.048"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SETTIMO SAN PIETRO","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SEULO","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIQUA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIUS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SINNAI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SIURGUS DONIGALA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SOLEMINIS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SUELLI","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","TEULADA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","USSANA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","UTA","NH3 ( Mg ) ","0.0395"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VALLERMOSA","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLA SAN PIETRO","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLANOVA TULO","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLAPUTZU","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASALTO","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASIMIUS","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASOR","NH3 ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASPECIOSA","NH3 ( Mg ) ","0.2392"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ARMUNGIA","NOX ( Mg ) ","0.0016"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ASSEMINI","NOX ( Mg ) ","139.4248"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BALLAO","NOX ( Mg ) ","0.0082"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BARRALI","NOX ( Mg ) ","0.0079"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BURCEI","NOX ( Mg ) ","0.0276"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAGLIARI","NOX ( Mg ) ","10.5683"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAPOTERRA","NOX ( Mg ) ","0.0052"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CASTIADAS","NOX ( Mg ) ","0.0585"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOMANNU","NOX ( Mg ) ","0.2116"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOPUTZU","NOX ( Mg ) ","0.1234"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOLIANOVA","NOX ( Mg ) ","0.3038"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOMUS DE MARIA","NOX ( Mg ) ","0.0181"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DONORI","NOX ( Mg ) ","0.1462"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ELMAS","NOX ( Mg ) ","0.66"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCALAPLANO","NOX ( Mg ) ","0.044"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCOLCA","NOX ( Mg ) ","0.0269"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESTERZILI","NOX ( Mg ) ","0.0049"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GERGEI","NOX ( Mg ) ","0.0437"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GESICO","NOX ( Mg ) ","0.0115"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GONI","NOX ( Mg ) ","0.0082"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUAMAGGIORE","NOX ( Mg ) ","0.0351"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUASILA","NOX ( Mg ) ","0.1906"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ISILI","NOX ( Mg ) ","0.29"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MANDAS","NOX ( Mg ) ","0.0456"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MARACALAGONIS","NOX ( Mg ) ","0.2502"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONASTIR","NOX ( Mg ) ","0.7437"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONSERRATO","NOX ( Mg ) ","0.348"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MURAVERA","NOX ( Mg ) ","0.1744"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAGUS","NOX ( Mg ) ","0.0243"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURALLAO","NOX ( Mg ) ","0.0357"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAMINIS","NOX ( Mg ) ","0.704"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURRI","NOX ( Mg ) ","0.173"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORROLI","NOX ( Mg ) ","0.0573"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORTACESUS","NOX ( Mg ) ","0.1495"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PIMENTEL","NOX ( Mg ) ","0.0328"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PULA","NOX ( Mg ) ","0.1838"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTU SANT'ELENA","NOX ( Mg ) ","2.2575"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTUCCIU","NOX ( Mg ) ","0.3831"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SADALI","NOX ( Mg ) ","0.0203"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAMATZAI","NOX ( Mg ) ","934.7924"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN BASILIO","NOX ( Mg ) ","0.0164"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN NICOLO' GERREI","NOX ( Mg ) ","0.0197"
