"Macrosettore","Provincia","Comune","Inquinante","Valore"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN BASILIO","CO ( Mg ) ","0.006"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN NICOLO' GERREI","CO ( Mg ) ","0.0072"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN SPERATE","CO ( Mg ) ","9.453"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN VITO","CO ( Mg ) ","5.0885"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SANT'ANDREA FRIUS","CO ( Mg ) ","0.0066"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SARROCH","CO ( Mg ) ","21.4655"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELARGIUS","CO ( Mg ) ","0.5131"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELEGAS","CO ( Mg ) ","0.003"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SENORBI'","CO ( Mg ) ","0.0895"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERDIANA","CO ( Mg ) ","0.0521"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERRI","CO ( Mg ) ","0.0012"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SESTU","CO ( Mg ) ","13.1742"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SETTIMO SAN PIETRO","CO ( Mg ) ","0.1065"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SEULO","CO ( Mg ) ","0.0018"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIQUA","CO ( Mg ) ","0.0696"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIUS","CO ( Mg ) ","0.0978"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SINNAI","CO ( Mg ) ","14.7785"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SIURGUS DONIGALA","CO ( Mg ) ","0.0197"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SOLEMINIS","CO ( Mg ) ","0.0066"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SUELLI","CO ( Mg ) ","0.1203"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","TEULADA","CO ( Mg ) ","0.0349"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","USSANA","CO ( Mg ) ","0.0313"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","UTA","CO ( Mg ) ","4.1297"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VALLERMOSA","CO ( Mg ) ","0.0084"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLA SAN PIETRO","CO ( Mg ) ","0.0085"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLANOVA TULO","CO ( Mg ) ","0.0037"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLAPUTZU","CO ( Mg ) ","0.1633"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASALTO","CO ( Mg ) ","0.0042"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASIMIUS","CO ( Mg ) ","0.0753"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASOR","CO ( Mg ) ","0.184"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASPECIOSA","CO ( Mg ) ","10.0346"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ARMUNGIA","CO2 ( Mg ) ","1.4454"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ASSEMINI","CO2 ( Mg ) ","120221.238"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BALLAO","CO2 ( Mg ) ","7.2271"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BARRALI","CO2 ( Mg ) ","6.5682"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BURCEI","CO2 ( Mg ) ","23.9133"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAGLIARI","CO2 ( Mg ) ","11493.6275"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAPOTERRA","CO2 ( Mg ) ","3.1459"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CASTIADAS","CO2 ( Mg ) ","45.8285"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOMANNU","CO2 ( Mg ) ","180.9123"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOPUTZU","CO2 ( Mg ) ","100.4784"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOLIANOVA","CO2 ( Mg ) ","265.5548"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOMUS DE MARIA","CO2 ( Mg ) ","15.8997"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DONORI","CO2 ( Mg ) ","128.6431"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ELMAS","CO2 ( Mg ) ","557.1485"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCALAPLANO","CO2 ( Mg ) ","38.3676"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCOLCA","CO2 ( Mg ) ","22.5954"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESTERZILI","CO2 ( Mg ) ","4.3363"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GERGEI","CO2 ( Mg ) ","37.7087"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GESICO","CO2 ( Mg ) ","10.118"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GONI","CO2 ( Mg ) ","7.2271"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUAMAGGIORE","CO2 ( Mg ) ","29.8226"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUASILA","CO2 ( Mg ) ","156.0424"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ISILI","CO2 ( Mg ) ","247.7845"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MANDAS","CO2 ( Mg ) ","37.9637"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MARACALAGONIS","CO2 ( Mg ) ","212.4353"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONASTIR","CO2 ( Mg ) ","610.6505"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONSERRATO","CO2 ( Mg ) ","295.9938"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MURAVERA","CO2 ( Mg ) ","152.025"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAGUS","CO2 ( Mg ) ","21.0225"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURALLAO","CO2 ( Mg ) ","29.2912"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAMINIS","CO2 ( Mg ) ","550.1975"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURRI","CO2 ( Mg ) ","149.3892"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORROLI","CO2 ( Mg ) ","46.8914"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORTACESUS","CO2 ( Mg ) ","126.645"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PIMENTEL","CO2 ( Mg ) ","28.9086"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PULA","CO2 ( Mg ) ","158.1893"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTU SANT'ELENA","CO2 ( Mg ) ","1955.4935"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTUCCIU","CO2 ( Mg ) ","319.0781"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SADALI","CO2 ( Mg ) ","16.8137"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAMATZAI","CO2 ( Mg ) ","186628.7008"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN BASILIO","CO2 ( Mg ) ","14.4543"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN NICOLO' GERREI","CO2 ( Mg ) ","17.3451"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN SPERATE","CO2 ( Mg ) ","5592.407"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN VITO","CO2 ( Mg ) ","567.7237"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SANT'ANDREA FRIUS","CO2 ( Mg ) ","15.8997"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SARROCH","CO2 ( Mg ) ","570945.8597"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELARGIUS","CO2 ( Mg ) ","1094.465"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELEGAS","CO2 ( Mg ) ","7.2271"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SENORBI'","CO2 ( Mg ) ","194.9839"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERDIANA","CO2 ( Mg ) ","101.8176"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERRI","CO2 ( Mg ) ","2.8909"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SESTU","CO2 ( Mg ) ","7571.0114"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SETTIMO SAN PIETRO","CO2 ( Mg ) ","167.8609"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SEULO","CO2 ( Mg ) ","4.3363"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIQUA","CO2 ( Mg ) ","151.4936"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIUS","CO2 ( Mg ) ","237.0501"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SINNAI","CO2 ( Mg ) ","1377.2453"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SIURGUS DONIGALA","CO2 ( Mg ) ","47.6991"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SOLEMINIS","CO2 ( Mg ) ","15.8997"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SUELLI","CO2 ( Mg ) ","157.4452"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","TEULADA","CO2 ( Mg ) ","79.6261"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","USSANA","CO2 ( Mg ) ","61.0906"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","UTA","CO2 ( Mg ) ","1684.0632"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VALLERMOSA","CO2 ( Mg ) ","20.236"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLA SAN PIETRO","CO2 ( Mg ) ","18.1316"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLANOVA TULO","CO2 ( Mg ) ","6.5682"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLAPUTZU","CO2 ( Mg ) ","366.4584"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASALTO","CO2 ( Mg ) ","10.118"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASIMIUS","CO2 ( Mg ) ","148.3264"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASOR","CO2 ( Mg ) ","399.4269"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASPECIOSA","CO2 ( Mg ) ","7509.693"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ARMUNGIA","COVNM ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ASSEMINI","COVNM ( Mg ) ","2.9731"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BALLAO","COVNM ( Mg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BARRALI","COVNM ( Mg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BURCEI","COVNM ( Mg ) ","0.0006"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAGLIARI","COVNM ( Mg ) ","0.1712"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAPOTERRA","COVNM ( Mg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CASTIADAS","COVNM ( Mg ) ","0.0009"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOMANNU","COVNM ( Mg ) ","0.0043"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOPUTZU","COVNM ( Mg ) ","0.0021"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOLIANOVA","COVNM ( Mg ) ","0.0067"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOMUS DE MARIA","COVNM ( Mg ) ","0.0004"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DONORI","COVNM ( Mg ) ","0.0033"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ELMAS","COVNM ( Mg ) ","0.0129"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCALAPLANO","COVNM ( Mg ) ","0.001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCOLCA","COVNM ( Mg ) ","0.0005"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESTERZILI","COVNM ( Mg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GERGEI","COVNM ( Mg ) ","0.0009"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GESICO","COVNM ( Mg ) ","0.0003"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GONI","COVNM ( Mg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUAMAGGIORE","COVNM ( Mg ) ","0.0007"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUASILA","COVNM ( Mg ) ","0.0033"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ISILI","COVNM ( Mg ) ","0.0059"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MANDAS","COVNM ( Mg ) ","0.0009"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MARACALAGONIS","COVNM ( Mg ) ","0.005"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONASTIR","COVNM ( Mg ) ","0.0131"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONSERRATO","COVNM ( Mg ) ","0.007"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MURAVERA","COVNM ( Mg ) ","0.0038"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAGUS","COVNM ( Mg ) ","0.0005"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURALLAO","COVNM ( Mg ) ","0.0006"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAMINIS","COVNM ( Mg ) ","0.0101"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURRI","COVNM ( Mg ) ","0.0037"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORROLI","COVNM ( Mg ) ","0.001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORTACESUS","COVNM ( Mg ) ","0.003"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PIMENTEL","COVNM ( Mg ) ","0.0007"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PULA","COVNM ( Mg ) ","0.0038"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTU SANT'ELENA","COVNM ( Mg ) ","0.0482"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTUCCIU","COVNM ( Mg ) ","0.0071"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SADALI","COVNM ( Mg ) ","0.0004"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAMATZAI","COVNM ( Mg ) ","16.1544"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN BASILIO","COVNM ( Mg ) ","0.0004"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN NICOLO' GERREI","COVNM ( Mg ) ","0.0004"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN SPERATE","COVNM ( Mg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN VITO","COVNM ( Mg ) ","0.4547"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SANT'ANDREA FRIUS","COVNM ( Mg ) ","0.0004"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SARROCH","COVNM ( Mg ) ","141.5524"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELARGIUS","COVNM ( Mg ) ","0.0268"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELEGAS","COVNM ( Mg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SENORBI'","COVNM ( Mg ) ","0.0048"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERDIANA","COVNM ( Mg ) ","0.0024"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERRI","COVNM ( Mg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SESTU","COVNM ( Mg ) ","0.4753"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SETTIMO SAN PIETRO","COVNM ( Mg ) ","0.0035"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SEULO","COVNM ( Mg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIQUA","COVNM ( Mg ) ","0.0037"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIUS","COVNM ( Mg ) ","0.0061"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SINNAI","COVNM ( Mg ) ","1.3262"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SIURGUS DONIGALA","COVNM ( Mg ) ","0.0012"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SOLEMINIS","COVNM ( Mg ) ","0.0004"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SUELLI","COVNM ( Mg ) ","0.0029"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","TEULADA","COVNM ( Mg ) ","0.002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","USSANA","COVNM ( Mg ) ","0.0014"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","UTA","COVNM ( Mg ) ","0.0248"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VALLERMOSA","COVNM ( Mg ) ","0.0005"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLA SAN PIETRO","COVNM ( Mg ) ","0.0004"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLANOVA TULO","COVNM ( Mg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLAPUTZU","COVNM ( Mg ) ","0.0091"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASALTO","COVNM ( Mg ) ","0.0003"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASIMIUS","COVNM ( Mg ) ","0.0035"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASOR","COVNM ( Mg ) ","0.0098"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASPECIOSA","COVNM ( Mg ) ","0.4527"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ARMUNGIA","Cd ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ASSEMINI","Cd ( kg ) ","0.252"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BALLAO","Cd ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BARRALI","Cd ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BURCEI","Cd ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAGLIARI","Cd ( kg ) ","0.0617"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAPOTERRA","Cd ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CASTIADAS","Cd ( kg ) ","0.0003"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOMANNU","Cd ( kg ) ","0.0016"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOPUTZU","Cd ( kg ) ","0.0008"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOLIANOVA","Cd ( kg ) ","0.0025"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOMUS DE MARIA","Cd ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DONORI","Cd ( kg ) ","0.0012"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ELMAS","Cd ( kg ) ","0.0048"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCALAPLANO","Cd ( kg ) ","0.0004"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESCOLCA","Cd ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ESTERZILI","Cd ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GERGEI","Cd ( kg ) ","0.0003"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GESICO","Cd ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GONI","Cd ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUAMAGGIORE","Cd ( kg ) ","0.0003"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","GUASILA","Cd ( kg ) ","0.0012"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ISILI","Cd ( kg ) ","0.0022"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MANDAS","Cd ( kg ) ","0.0003"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MARACALAGONIS","Cd ( kg ) ","0.0018"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONASTIR","Cd ( kg ) ","0.0048"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MONSERRATO","Cd ( kg ) ","0.0026"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","MURAVERA","Cd ( kg ) ","0.0014"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAGUS","Cd ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURALLAO","Cd ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURAMINIS","Cd ( kg ) ","0.0037"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","NURRI","Cd ( kg ) ","0.0014"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORROLI","Cd ( kg ) ","0.0004"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ORTACESUS","Cd ( kg ) ","0.0011"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PIMENTEL","Cd ( kg ) ","0.0003"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","PULA","Cd ( kg ) ","0.0014"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTU SANT'ELENA","Cd ( kg ) ","0.0178"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","QUARTUCCIU","Cd ( kg ) ","0.0026"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SADALI","Cd ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAMATZAI","Cd ( kg ) ","14.528"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN BASILIO","Cd ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN NICOLO' GERREI","Cd ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN SPERATE","Cd ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SAN VITO","Cd ( kg ) ","0.0009"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SANT'ANDREA FRIUS","Cd ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SARROCH","Cd ( kg ) ","3.1753"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELARGIUS","Cd ( kg ) ","0.0099"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SELEGAS","Cd ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SENORBI'","Cd ( kg ) ","0.0018"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERDIANA","Cd ( kg ) ","0.0009"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SERRI","Cd ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SESTU","Cd ( kg ) ","0.0083"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SETTIMO SAN PIETRO","Cd ( kg ) ","0.0013"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SEULO","Cd ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIQUA","Cd ( kg ) ","0.0014"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SILIUS","Cd ( kg ) ","0.0022"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SINNAI","Cd ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SIURGUS DONIGALA","Cd ( kg ) ","0.0005"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SOLEMINIS","Cd ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","SUELLI","Cd ( kg ) ","0.0011"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","TEULADA","Cd ( kg ) ","0.0007"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","USSANA","Cd ( kg ) ","0.0005"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","UTA","Cd ( kg ) ","0.0109"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VALLERMOSA","Cd ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLA SAN PIETRO","Cd ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLANOVA TULO","Cd ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLAPUTZU","Cd ( kg ) ","0.0034"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASALTO","Cd ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASIMIUS","Cd ( kg ) ","0.0013"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASOR","Cd ( kg ) ","0.0036"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","VILLASPECIOSA","Cd ( kg ) ","0.0425"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ARMUNGIA","Cr ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ASSEMINI","Cr ( kg ) ","65.3447"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BALLAO","Cr ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BARRALI","Cr ( kg ) ","0.0001"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","BURCEI","Cr ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAGLIARI","Cr ( kg ) ","0.4589"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CAPOTERRA","Cr ( kg ) ","0"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","CASTIADAS","Cr ( kg ) ","0.0003"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOMANNU","Cr ( kg ) ","0.0016"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DECIMOPUTZU","Cr ( kg ) ","0.0008"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOLIANOVA","Cr ( kg ) ","0.0025"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DOMUS DE MARIA","Cr ( kg ) ","0.0002"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","DONORI","Cr ( kg ) ","0.0012"
"Impianti di combustione industriale e processi con combustione","CAGLIARI","ELMAS","Cr ( kg ) ","0.0048"
